sys_id,sys_class_name,name,asset_tag,serial_number,ip_address,mac_address,fqdn,os,os_version,manufacturer,model_id,cpu_count,ram,disk_space_gb,install_date,last_discovered,sys_updated_on,operational_status,install_status,location,department,owned_by,managed_by,support_group,environment,classification,business_criticality,u_criticality_score,u_asset_subtype,short_description,comments
3c1f11a9cf78462eb20d0aedf0510400,cmdb_ci_db_instance,MSSQL-FIN01,SRV-DB-0007,SN-DB-930555,10.0.2.184,d8:20:c5:c3:ef:80,mssql-fin01.corp.acme.com,Windows Server,2022 Standard,HP,ProLiant DL380 Gen10,32,131072,8000,2022-02-05 00:41:36,2026-03-14 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,dba@acme.com,dba-team@acme.com,Tier3-NetOps,Production,Highly Confidential,Critical,9,Database Server,Production database — Financial Ledger,
539c551f56d64e3eaca043cb73ca6373,cmdb_ci_db_instance,MSSQL-HR01,SRV-DB-0008,SN-DB-814825,10.0.2.236,88:ae:39:96:de:50,mssql-hr01.corp.acme.com,Windows Server,2022 Standard,HP,ProLiant DL380 Gen10,32,131072,8000,2022-08-28 00:41:36,2026-03-14 00:41:36,2026-03-12 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,dba@acme.com,dba-team@acme.com,Tier3-NetOps,Production,Highly Confidential,Critical,9,Database Server,Production database — HR Records,
8c45d718801440feb38e5261b40fb30a,cmdb_ci_linux_server,APP-WEB-01,SRV-APP-0001,SN-APP-624902,10.0.3.205,5b:36:98:65:4e:bf,app-web-01.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-07-02 00:41:36,2026-03-14 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Customer-facing web frontend,
808a747fd2104f46b6ba91c890c4e3c8,cmdb_ci_linux_server,APP-WEB-02,SRV-APP-0002,SN-APP-612340,10.0.3.14,39:b9:9d:7a:1d:7b,app-web-02.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2024-05-13 00:41:36,2026-03-14 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Customer-facing web frontend,
d81df60067c240629e7777605698a4ee,cmdb_ci_linux_server,APP-WEB-03,SRV-APP-0003,SN-APP-867460,10.0.3.134,23:40:41:f3:54:87,app-web-03.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2024-06-22 00:41:36,2026-03-13 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Customer-facing web frontend,
ddf3204ca2c1424097fbd3f7a0fb26ec,cmdb_ci_linux_server,APP-WEB-04,SRV-APP-0004,SN-APP-665492,10.0.3.203,66:9f:cc:bf:e0:e7,app-web-04.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-08-13 00:41:36,2026-03-14 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Customer-facing web frontend,
934c7695e9ef48e9aa5f5b42576d4f3b,cmdb_ci_linux_server,APP-API-01,SRV-APP-0005,SN-APP-167136,10.0.3.96,0a:75:70:03:24:1e,app-api-01.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-04-24 00:41:36,2026-03-14 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,REST API gateway,
ba9fc6ad48ea427f9686fa467751642b,cmdb_ci_linux_server,APP-API-02,SRV-APP-0006,SN-APP-446479,10.0.3.28,79:8e:f8:6d:43:f2,app-api-02.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-04-10 00:41:36,2026-03-13 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,REST API gateway,
9e57c08c34e448ce99fd4f12cef84b0e,cmdb_ci_linux_server,APP-API-03,SRV-APP-0007,SN-APP-299659,10.0.3.34,31:dc:b5:d8:d2:ef,app-api-03.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-10-20 00:41:36,2026-03-14 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,REST API gateway,
4790b36bfa2240188b6183167a1aa162,cmdb_ci_linux_server,APP-API-04,SRV-APP-0008,SN-APP-522179,10.0.3.196,ad:37:7f:62:61:e5,app-api-04.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-07-24 00:41:36,2026-03-13 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,REST API gateway,
4c160248b9e04ccaa5a03368761f51b6,cmdb_ci_linux_server,APP-AUTH-01,SRV-APP-0009,SN-APP-392075,10.0.3.128,7f:26:e2:32:19:07,app-auth-01.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-09-10 00:41:36,2026-03-14 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Identity / Auth service,
f8437772d1e045009916bddc0c45b791,cmdb_ci_linux_server,APP-AUTH-02,SRV-APP-0010,SN-APP-526156,10.0.3.134,f6:6d:cd:1e:54:c2,app-auth-02.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-12-12 00:41:36,2026-03-13 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Identity / Auth service,
c105ede2b199429ab4124d0e47347b8f,cmdb_ci_linux_server,APP-AUTH-03,SRV-APP-0011,SN-APP-922157,10.0.3.210,e8:92:d8:f9:4f:61,app-auth-03.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-02-14 00:41:36,2026-03-14 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Identity / Auth service,
1358a5eacaf646068f97526c6cd9ced4,cmdb_ci_linux_server,APP-AUTH-04,SRV-APP-0012,SN-APP-707314,10.0.3.198,1f:a0:1d:19:f4:50,app-auth-04.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-10-17 00:41:36,2026-03-14 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Identity / Auth service,
a6da4adc4fd44a1184bcc7d7d749a023,cmdb_ci_linux_server,APP-QUEUE-01,SRV-APP-0013,SN-APP-171849,10.0.3.162,22:78:ce:3d:7e:14,app-queue-01.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2024-03-20 00:41:36,2026-03-14 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Message queue broker,
d37dca3e81e2440982181b8fe43f97c4,cmdb_ci_linux_server,APP-QUEUE-02,SRV-APP-0014,SN-APP-789305,10.0.3.159,a1:85:68:a0:7a:87,app-queue-02.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2024-11-04 00:41:36,2026-03-14 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Message queue broker,
fe11d6a5ee884f4e9fd3188499798bbc,cmdb_ci_linux_server,APP-QUEUE-03,SRV-APP-0015,SN-APP-579434,10.0.3.90,25:04:ea:33:25:6d,app-queue-03.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2024-07-14 00:41:36,2026-03-13 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Message queue broker,
9ca0934c92724dc1b0ab0d4c43aeee2f,cmdb_ci_linux_server,APP-QUEUE-04,SRV-APP-0016,SN-APP-465962,10.0.3.235,23:7d:bd:91:50:e0,app-queue-04.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2024-06-06 00:41:36,2026-03-13 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Message queue broker,
3cc68d5df3294383aa8dc43948d5e55d,cmdb_ci_linux_server,APP-CACHE-01,SRV-APP-0017,SN-APP-800305,10.0.3.219,99:35:44:87:3b:36,app-cache-01.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2024-05-27 00:41:36,2026-03-14 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Redis cache cluster node,
00543624ee184a3d9c4ac345dc1ef962,cmdb_ci_linux_server,APP-CACHE-02,SRV-APP-0018,SN-APP-395442,10.0.3.164,6b:af:68:87:fa:80,app-cache-02.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-10-23 00:41:36,2026-03-14 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Redis cache cluster node,
9597ea74928c4639b129b7c31636139b,cmdb_ci_linux_server,APP-CACHE-03,SRV-APP-0019,SN-APP-969634,10.0.3.80,16:01:aa:42:86:52,app-cache-03.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2024-09-18 00:41:36,2026-03-13 00:41:36,2026-03-14 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Redis cache cluster node,
9bf09209104b47c5bf3f0fd7cfc89d4d,cmdb_ci_linux_server,APP-CACHE-04,SRV-APP-0020,SN-APP-217308,10.0.3.29,4c:12:bd:4b:dc:41,app-cache-04.corp.acme.com,Ubuntu,22.04 LTS,Dell,PowerEdge R650,8,32768,1000,2025-11-02 00:41:36,2026-03-13 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,Engineering,devops@acme.com,devops-team@acme.com,CloudOps,Production,Confidential,High,8,Application Server,Redis cache cluster node,
190b923c50014a85ad4c380163f8662b,cmdb_ci_win_server,FS-01-PROD,SRV-FS-0001,SN-FS-934794,10.0.4.230,14:b7:6b:7f:34:b5,fs01.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2022-12-03 00:41:36,2026-03-14 00:41:36,2026-03-11 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
a2f3e2bf494a438c8e66c8bce54ca62b,cmdb_ci_win_server,FS-02-PROD,SRV-FS-0002,SN-FS-270395,10.0.4.214,5a:d3:0c:5b:aa:d2,fs02.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2023-10-23 00:41:36,2026-03-13 00:41:36,2026-03-12 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
569fb641b20f4533b127c7b1b9194119,cmdb_ci_win_server,FS-03-PROD,SRV-FS-0003,SN-FS-925622,10.0.4.189,37:c3:13:f0:71:66,fs03.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2022-08-15 00:41:36,2026-03-13 00:41:36,2026-03-10 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
301454864a2c483784c150b0b2d40423,cmdb_ci_win_server,FS-04-PROD,SRV-FS-0004,SN-FS-960394,10.0.4.213,74:72:0c:62:cc:a8,fs04.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2023-08-22 00:41:36,2026-03-14 00:41:36,2026-03-10 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
f81521afbdbb4e9eb477043b6088edde,cmdb_ci_win_server,FS-05-PROD,SRV-FS-0005,SN-FS-468203,10.0.4.174,cc:a9:0e:3b:85:5b,fs05.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2023-09-18 00:41:36,2026-03-14 00:41:36,2026-03-13 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
5800743200e341d39fb3d0fe4a81991f,cmdb_ci_win_server,FS-06-PROD,SRV-FS-0006,SN-FS-725550,10.0.4.121,b0:a0:df:3b:c5:61,fs06.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2023-10-10 00:41:36,2026-03-14 00:41:36,2026-03-08 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
ad8edaa18cb64d07bb6caa3a0ecc01ad,cmdb_ci_win_server,FS-07-PROD,SRV-FS-0007,SN-FS-101773,10.0.4.143,64:ba:dc:23:a9:a0,fs07.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2024-07-02 00:41:36,2026-03-13 00:41:36,2026-03-10 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
348a64a28eaf4d27b1d93afb987557cb,cmdb_ci_win_server,FS-08-PROD,SRV-FS-0008,SN-FS-799287,10.0.4.114,a7:ce:97:41:62:d7,fs08.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2023-01-28 00:41:36,2026-03-14 00:41:36,2026-03-10 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
98f56aa0089f47b0b0fd1940cf3e897a,cmdb_ci_win_server,FS-09-PROD,SRV-FS-0009,SN-FS-525800,10.0.4.150,00:9b:92:6b:dc:a4,fs09.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2022-08-05 00:41:36,2026-03-13 00:41:36,2026-03-07 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
d781bd901fda4b68bacc3930fbcf8ee3,cmdb_ci_win_server,FS-10-PROD,SRV-FS-0010,SN-FS-808446,10.0.4.64,f2:56:2b:91:ab:2f,fs10.corp.acme.com,Windows Server,2019 Standard,NetApp,FAS2750,4,16384,20000,2023-11-19 00:41:36,2026-03-13 00:41:36,2026-03-11 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Confidential,Medium,6,File Server,Corporate file share,DFS namespace member
94f6e92fe81f427b85699864a097cd3e,cmdb_ci_server,LEGACY-WIN2012-01,SRV-LEG-0001,SN-LEG-945742,10.0.5.60,4b:0c:17:7d:f3:25,legacy-01.corp.acme.com,Windows Server,2012 R2,IBM,xSeries 346,2,8192,500,2018-08-26 00:41:36,2025-10-29 00:41:36,2025-12-18 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
253763364f754c529f3617fb15ccbe23,cmdb_ci_server,LEGACY-RHEL6-02,SRV-LEG-0002,SN-LEG-760356,10.0.5.157,63:c4:fd:cc:7c:4b,legacy-02.corp.acme.com,RHEL,6.10,IBM,xSeries 346,2,8192,500,2017-07-11 00:41:36,2026-02-11 00:41:36,2025-12-17 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
6c6da12b477b45aba23e6b32d49d6371,cmdb_ci_server,LEGACY-WIN2003-03,SRV-LEG-0003,SN-LEG-887443,10.0.5.230,36:d9:70:5a:ed:19,legacy-03.corp.acme.com,Windows Server,2003 SP2,IBM,xSeries 346,2,8192,500,2018-01-29 00:41:36,2025-12-11 00:41:36,2025-12-16 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
6f1b9e85fbf5402da61dae42867eebbd,cmdb_ci_server,LEGACY-WIN2008R2-04,SRV-LEG-0004,SN-LEG-989545,10.0.5.41,e9:44:ed:a2:e2:da,legacy-04.corp.acme.com,Windows Server,2008 R2,IBM,xSeries 346,2,8192,500,2016-07-18 00:41:36,2025-09-25 00:41:36,2026-01-15 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
f30583131d40437caaa7f1655d69e12d,cmdb_ci_server,LEGACY-WIN2012-05,SRV-LEG-0005,SN-LEG-266889,10.0.5.200,f3:e6:84:7e:8d:f8,legacy-05.corp.acme.com,Windows Server,2012 R2,IBM,xSeries 346,2,8192,500,2017-09-09 00:41:36,2025-12-13 00:41:36,2026-01-26 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
caa99e01ad7c4382b1c07b88c4757fdd,cmdb_ci_server,LEGACY-RHEL6-06,SRV-LEG-0006,SN-LEG-561239,10.0.5.29,92:78:8b:ab:a3:29,legacy-06.corp.acme.com,RHEL,6.10,IBM,xSeries 346,2,8192,500,2020-06-05 00:41:36,2026-01-05 00:41:36,2026-01-29 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
3adfe8af822d4aff982560acdc21bf31,cmdb_ci_server,LEGACY-WIN2003-07,SRV-LEG-0007,SN-LEG-501641,10.0.5.187,4e:6d:20:d4:d0:a9,legacy-07.corp.acme.com,Windows Server,2003 SP2,IBM,xSeries 346,2,8192,500,2018-02-28 00:41:36,2025-10-16 00:41:36,2026-01-17 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
dd8fda9a29c7415f8664911436581329,cmdb_ci_server,LEGACY-WIN2008R2-08,SRV-LEG-0008,SN-LEG-165290,10.0.5.62,d7:c7:0a:c2:f4:03,legacy-08.corp.acme.com,Windows Server,2008 R2,IBM,xSeries 346,2,8192,500,2019-03-26 00:41:36,2025-11-28 00:41:36,2025-12-26 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
135be389765c48a48fda6a371ca52dbe,cmdb_ci_server,LEGACY-WIN2012-09,SRV-LEG-0009,SN-LEG-508930,10.0.5.228,d6:70:f9:70:8b:df,legacy-09.corp.acme.com,Windows Server,2012 R2,IBM,xSeries 346,2,8192,500,2018-06-25 00:41:36,2026-02-05 00:41:36,2026-01-19 00:41:36,Operational,Installed,DC-NJ-Primary,IT Infrastructure,it-admin@acme.com,sysadmin-team@acme.com,Tier2-Sysadmin,Production,Internal,Medium,6,Legacy Server,End-of-life system pending decommission,No vendor patches available — compensating controls required
